group,sample_id,row,col,data_kind
random_sparse,SYN0015,1007,97,synthetic
random_sparse,SYN0015,1016,110,synthetic
random_sparse,SYN0016,145,825,synthetic
random_sparse,SYN0016,179,986,synthetic
random_sparse,SYN0016,194,688,synthetic
random_sparse,SYN0016,295,616,synthetic
random_sparse,SYN0016,298,580,synthetic
random_sparse,SYN0016,377,74,synthetic
random_sparse,SYN0016,470,83,synthetic
random_sparse,SYN0016,588,758,synthetic
random_sparse,SYN0016,606,796,synthetic
random_sparse,SYN0016,610,68,synthetic
random_sparse,SYN0016,696,430,synthetic
random_sparse,SYN0016,761,957,synthetic
random_sparse,SYN0016,866,163,synthetic
random_sparse,SYN0016,914,974,synthetic
random_sparse,SYN0016,951,609,synthetic
random_sparse,SYN0016,996,865,synthetic
random_sparse,SYN0017,121,868,synthetic
random_sparse,SYN0017,271,616,synthetic
random_sparse,SYN0017,378,22,synthetic
random_sparse,SYN0017,443,453,synthetic
random_sparse,SYN0017,531,617,synthetic
random_sparse,SYN0017,607,75,synthetic
random_sparse,SYN0017,609,432,synthetic
random_sparse,SYN0017,708,898,synthetic
random_sparse,SYN0017,803,85,synthetic
random_sparse,SYN0017,851,689,synthetic
random_sparse,SYN0017,875,568,synthetic
random_sparse,SYN0017,1020,746,synthetic
random_sparse,SYN0018,222,498,synthetic
random_sparse,SYN0018,565,207,synthetic
random_sparse,SYN0018,717,409,synthetic
random_sparse,SYN0018,725,717,synthetic
random_sparse,SYN0018,967,942,synthetic
random_sparse,SYN0019,12,362,synthetic
random_sparse,SYN0019,24,62,synthetic
random_sparse,SYN0019,45,498,synthetic
random_sparse,SYN0019,86,86,synthetic
random_sparse,SYN0019,229,961,synthetic
random_sparse,SYN0019,290,448,synthetic
random_sparse,SYN0019,312,384,synthetic
random_sparse,SYN0019,346,730,synthetic
random_sparse,SYN0019,398,422,synthetic
random_sparse,SYN0019,631,548,synthetic
random_sparse,SYN0019,859,38,synthetic
random_sparse,SYN0019,864,999,synthetic
random_sparse,SYN0019,880,875,synthetic
random_sparse,SYN0019,912,491,synthetic
random_sparse,SYN0020,174,607,synthetic
random_sparse,SYN0020,255,525,synthetic
random_sparse,SYN0020,290,419,synthetic
random_sparse,SYN0020,421,279,synthetic
random_sparse,SYN0020,437,817,synthetic
random_sparse,SYN0020,446,126,synthetic
random_sparse,SYN0020,596,700,synthetic
random_sparse,SYN0020,668,851,synthetic
random_sparse,SYN0020,792,429,synthetic
random_sparse,SYN0020,797,720,synthetic
random_sparse,SYN0020,891,970,synthetic
random_sparse,SYN0020,917,428,synthetic
random_sparse,SYN0020,960,64,synthetic
random_sparse,SYN0021,138,663,synthetic
random_sparse,SYN0021,202,575,synthetic
random_sparse,SYN0021,206,164,synthetic
random_sparse,SYN0021,333,356,synthetic
random_sparse,SYN0021,427,687,synthetic
random_sparse,SYN0021,461,889,synthetic
random_sparse,SYN0021,477,729,synthetic
random_sparse,SYN0021,503,1016,synthetic
random_sparse,SYN0021,513,743,synthetic
random_sparse,SYN0021,624,468,synthetic
random_sparse,SYN0021,773,976,synthetic
random_sparse,SYN0021,775,43,synthetic
random_sparse,SYN0021,817,353,synthetic
random_sparse,SYN0021,866,146,synthetic
random_sparse,SYN0021,880,973,synthetic
random_sparse,SYN0021,890,917,synthetic
random_sparse,SYN0022,173,224,synthetic
random_sparse,SYN0023,100,679,synthetic
random_sparse,SYN0023,127,968,synthetic
random_sparse,SYN0023,223,458,synthetic
random_sparse,SYN0023,308,32,synthetic
random_sparse,SYN0023,400,229,synthetic
random_sparse,SYN0023,446,256,synthetic
random_sparse,SYN0023,531,366,synthetic
random_sparse,SYN0023,620,120,synthetic
random_sparse,SYN0023,665,549,synthetic
random_sparse,SYN0023,670,600,synthetic
random_sparse,SYN0023,691,623,synthetic
random_sparse,SYN0023,741,574,synthetic
random_sparse,SYN0023,749,279,synthetic
random_sparse,SYN0023,837,379,synthetic
random_sparse,SYN0023,856,776,synthetic
random_sparse,SYN0023,993,371,synthetic
random_sparse,SYN0024,32,836,synthetic
random_sparse,SYN0024,207,933,synthetic
random_sparse,SYN0024,208,790,synthetic
random_sparse,SYN0024,267,118,synthetic
random_sparse,SYN0024,465,981,synthetic
random_sparse,SYN0024,641,658,synthetic
random_sparse,SYN0024,820,134,synthetic
random_sparse,SYN0024,898,957,synthetic
random_sparse,SYN0025,202,638,synthetic
random_sparse,SYN0025,663,1010,synthetic
random_sparse,SYN0026,114,412,synthetic
random_sparse,SYN0026,160,445,synthetic
random_sparse,SYN0026,210,844,synthetic
random_sparse,SYN0026,246,1016,synthetic
random_sparse,SYN0026,308,1000,synthetic
random_sparse,SYN0026,337,998,synthetic
random_sparse,SYN0026,368,179,synthetic
random_sparse,SYN0026,457,783,synthetic
random_sparse,SYN0026,566,143,synthetic
random_sparse,SYN0026,618,392,synthetic
random_sparse,SYN0026,734,846,synthetic
random_sparse,SYN0026,802,143,synthetic
random_sparse,SYN0026,934,752,synthetic
random_sparse,SYN0026,962,191,synthetic
random_sparse,SYN0027,60,351,synthetic
random_sparse,SYN0027,235,362,synthetic
random_sparse,SYN0027,280,596,synthetic
random_sparse,SYN0027,462,717,synthetic
random_sparse,SYN0027,502,800,synthetic
random_sparse,SYN0027,536,99,synthetic
random_sparse,SYN0027,563,536,synthetic
random_sparse,SYN0027,575,39,synthetic
random_sparse,SYN0027,945,300,synthetic
random_sparse,SYN0028,295,237,synthetic
random_sparse,SYN0028,461,711,synthetic
random_sparse,SYN0028,540,379,synthetic
random_sparse,SYN0029,678,186,synthetic
random_sparse,SYN0029,788,701,synthetic
random_sparse,SYN0029,808,387,synthetic
random_sparse,SYN0029,828,55,synthetic
random_sparse,SYN0029,838,287,synthetic
random_sparse,SYN0029,841,651,synthetic
random_sparse,SYN0030,152,38,synthetic
random_sparse,SYN0030,756,714,synthetic
random_sparse,SYN0030,787,318,synthetic
random_dense,SYN0031,5,545,synthetic
random_dense,SYN0031,26,684,synthetic
random_dense,SYN0031,35,81,synthetic
random_dense,SYN0031,54,445,synthetic
random_dense,SYN0031,63,819,synthetic
random_dense,SYN0031,64,671,synthetic
random_dense,SYN0031,74,933,synthetic
random_dense,SYN0031,87,368,synthetic
random_dense,SYN0031,95,62,synthetic
random_dense,SYN0031,102,3,synthetic
random_dense,SYN0031,117,557,synthetic
random_dense,SYN0031,119,101,synthetic
random_dense,SYN0031,189,729,synthetic
random_dense,SYN0031,195,539,synthetic
random_dense,SYN0031,255,807,synthetic
random_dense,SYN0031,275,975,synthetic
random_dense,SYN0031,282,952,synthetic
random_dense,SYN0031,341,55,synthetic
random_dense,SYN0031,353,629,synthetic
random_dense,SYN0031,395,448,synthetic
random_dense,SYN0031,411,751,synthetic
random_dense,SYN0031,417,46,synthetic
random_dense,SYN0031,447,869,synthetic
random_dense,SYN0031,456,7,synthetic
random_dense,SYN0031,505,571,synthetic
random_dense,SYN0031,512,786,synthetic
random_dense,SYN0031,514,787,synthetic
random_dense,SYN0031,530,833,synthetic
random_dense,SYN0031,551,898,synthetic
random_dense,SYN0031,556,375,synthetic
random_dense,SYN0031,558,250,synthetic
random_dense,SYN0031,564,951,synthetic
random_dense,SYN0031,570,544,synthetic
random_dense,SYN0031,572,603,synthetic
random_dense,SYN0031,602,823,synthetic
random_dense,SYN0031,622,963,synthetic
random_dense,SYN0031,627,791,synthetic
random_dense,SYN0031,634,700,synthetic
random_dense,SYN0031,641,404,synthetic
random_dense,SYN0031,650,259,synthetic
random_dense,SYN0031,668,78,synthetic
random_dense,SYN0031,710,546,synthetic
random_dense,SYN0031,750,104,synthetic
random_dense,SYN0031,757,840,synthetic
random_dense,SYN0031,785,102,synthetic
random_dense,SYN0031,789,930,synthetic
random_dense,SYN0031,793,971,synthetic
random_dense,SYN0031,807,356,synthetic
random_dense,SYN0031,818,1023,synthetic
random_dense,SYN0031,837,261,synthetic
random_dense,SYN0031,871,71,synthetic
random_dense,SYN0031,917,116,synthetic
random_dense,SYN0031,920,50,synthetic
random_dense,SYN0031,923,857,synthetic
random_dense,SYN0031,984,368,synthetic
random_dense,SYN0031,984,757,synthetic
random_dense,SYN0032,15,420,synthetic
random_dense,SYN0032,26,201,synthetic
random_dense,SYN0032,33,401,synthetic
random_dense,SYN0032,42,274,synthetic
random_dense,SYN0032,71,786,synthetic
random_dense,SYN0032,80,38,synthetic
random_dense,SYN0032,99,136,synthetic
random_dense,SYN0032,141,614,synthetic
random_dense,SYN0032,144,81,synthetic
random_dense,SYN0032,241,538,synthetic
random_dense,SYN0032,299,304,synthetic
random_dense,SYN0032,300,63,synthetic
random_dense,SYN0032,361,182,synthetic
random_dense,SYN0032,380,939,synthetic
random_dense,SYN0032,420,589,synthetic
random_dense,SYN0032,438,651,synthetic
random_dense,SYN0032,470,721,synthetic
random_dense,SYN0032,497,697,synthetic
random_dense,SYN0032,546,61,synthetic
random_dense,SYN0032,588,591,synthetic
random_dense,SYN0032,606,750,synthetic
random_dense,SYN0032,619,92,synthetic
random_dense,SYN0032,678,495,synthetic
random_dense,SYN0032,680,174,synthetic
random_dense,SYN0032,692,883,synthetic
random_dense,SYN0032,704,534,synthetic
random_dense,SYN0032,705,140,synthetic
random_dense,SYN0032,748,944,synthetic
random_dense,SYN0032,767,38,synthetic
random_dense,SYN0032,786,850,synthetic
random_dense,SYN0032,809,706,synthetic
random_dense,SYN0032,809,1004,synthetic
random_dense,SYN0032,838,853,synthetic
random_dense,SYN0032,868,817,synthetic
random_dense,SYN0032,883,927,synthetic
random_dense,SYN0032,931,728,synthetic
random_dense,SYN0032,979,115,synthetic
random_dense,SYN0032,982,838,synthetic
random_dense,SYN0032,988,105,synthetic
random_dense,SYN0032,990,576,synthetic
random_dense,SYN0033,15,54,synthetic
random_dense,SYN0033,50,601,synthetic
random_dense,SYN0033,77,91,synthetic
random_dense,SYN0033,90,859,synthetic
random_dense,SYN0033,114,563,synthetic
random_dense,SYN0033,169,1015,synthetic
random_dense,SYN0033,191,878,synthetic
random_dense,SYN0033,197,308,synthetic
random_dense,SYN0033,223,40,synthetic
random_dense,SYN0033,248,8,synthetic
random_dense,SYN0033,261,564,synthetic
random_dense,SYN0033,269,873,synthetic
random_dense,SYN0033,284,828,synthetic
random_dense,SYN0033,291,766,synthetic
random_dense,SYN0033,329,63,synthetic
random_dense,SYN0033,363,725,synthetic
random_dense,SYN0033,369,940,synthetic
random_dense,SYN0033,399,65,synthetic
random_dense,SYN0033,402,613,synthetic
random_dense,SYN0033,420,177,synthetic
random_dense,SYN0033,443,679,synthetic
random_dense,SYN0033,473,228,synthetic
random_dense,SYN0033,544,457,synthetic
random_dense,SYN0033,552,585,synthetic
random_dense,SYN0033,553,872,synthetic
random_dense,SYN0033,576,282,synthetic
random_dense,SYN0033,577,225,synthetic
random_dense,SYN0033,593,971,synthetic
random_dense,SYN0033,632,401,synthetic
random_dense,SYN0033,643,990,synthetic
random_dense,SYN0033,654,904,synthetic
random_dense,SYN0033,657,115,synthetic
random_dense,SYN0033,692,209,synthetic
random_dense,SYN0033,720,492,synthetic
random_dense,SYN0033,721,501,synthetic
random_dense,SYN0033,733,514,synthetic
random_dense,SYN0033,761,242,synthetic
random_dense,SYN0033,779,175,synthetic
random_dense,SYN0033,802,481,synthetic
random_dense,SYN0033,823,989,synthetic
random_dense,SYN0033,871,953,synthetic
random_dense,SYN0033,924,868,synthetic
random_dense,SYN0033,941,205,synthetic
random_dense,SYN0033,944,463,synthetic
random_dense,SYN0033,948,833,synthetic
random_dense,SYN0033,970,311,synthetic
random_dense,SYN0033,984,60,synthetic
random_dense,SYN0033,986,568,synthetic
random_dense,SYN0033,1009,524,synthetic
random_dense,SYN0033,1009,952,synthetic
random_dense,SYN0034,7,915,synthetic
random_dense,SYN0034,14,789,synthetic
random_dense,SYN0034,19,351,synthetic
random_dense,SYN0034,39,110,synthetic
random_dense,SYN0034,41,460,synthetic
random_dense,SYN0034,71,623,synthetic
random_dense,SYN0034,83,942,synthetic
random_dense,SYN0034,97,542,synthetic
random_dense,SYN0034,111,98,synthetic
random_dense,SYN0034,115,337,synthetic
random_dense,SYN0034,128,220,synthetic
random_dense,SYN0034,136,323,synthetic
random_dense,SYN0034,136,353,synthetic
random_dense,SYN0034,140,279,synthetic
random_dense,SYN0034,144,525,synthetic
random_dense,SYN0034,152,469,synthetic
random_dense,SYN0034,157,1022,synthetic
random_dense,SYN0034,168,395,synthetic
random_dense,SYN0034,190,852,synthetic
random_dense,SYN0034,197,292,synthetic
random_dense,SYN0034,222,187,synthetic
random_dense,SYN0034,225,671,synthetic
random_dense,SYN0034,227,275,synthetic
random_dense,SYN0034,234,524,synthetic
random_dense,SYN0034,234,837,synthetic
random_dense,SYN0034,242,191,synthetic
random_dense,SYN0034,254,394,synthetic
random_dense,SYN0034,265,414,synthetic
random_dense,SYN0034,269,305,synthetic
random_dense,SYN0034,297,449,synthetic
random_dense,SYN0034,304,1020,synthetic
random_dense,SYN0034,308,271,synthetic
random_dense,SYN0034,312,856,synthetic
random_dense,SYN0034,324,735,synthetic
random_dense,SYN0034,327,847,synthetic
random_dense,SYN0034,339,874,synthetic
random_dense,SYN0034,341,142,synthetic
random_dense,SYN0034,354,98,synthetic
random_dense,SYN0034,357,506,synthetic
random_dense,SYN0034,371,470,synthetic
random_dense,SYN0034,379,806,synthetic
random_dense,SYN0034,426,779,synthetic
random_dense,SYN0034,447,541,synthetic
random_dense,SYN0034,450,477,synthetic
random_dense,SYN0034,454,295,synthetic
random_dense,SYN0034,455,117,synthetic
random_dense,SYN0034,477,14,synthetic
random_dense,SYN0034,481,469,synthetic
random_dense,SYN0034,486,766,synthetic
random_dense,SYN0034,503,283,synthetic
random_dense,SYN0034,504,231,synthetic
random_dense,SYN0034,515,632,synthetic
random_dense,SYN0034,518,225,synthetic
random_dense,SYN0034,519,591,synthetic
random_dense,SYN0034,527,267,synthetic
random_dense,SYN0034,550,708,synthetic
random_dense,SYN0034,560,319,synthetic
random_dense,SYN0034,572,231,synthetic
random_dense,SYN0034,580,451,synthetic
random_dense,SYN0034,582,1011,synthetic
random_dense,SYN0034,596,850,synthetic
random_dense,SYN0034,613,776,synthetic
random_dense,SYN0034,623,18,synthetic
random_dense,SYN0034,625,992,synthetic
random_dense,SYN0034,626,670,synthetic
random_dense,SYN0034,633,1019,synthetic
random_dense,SYN0034,645,251,synthetic
random_dense,SYN0034,664,381,synthetic
random_dense,SYN0034,665,492,synthetic
random_dense,SYN0034,670,675,synthetic
random_dense,SYN0034,682,134,synthetic
random_dense,SYN0034,701,823,synthetic
random_dense,SYN0034,704,990,synthetic
random_dense,SYN0034,715,348,synthetic
random_dense,SYN0034,731,786,synthetic
random_dense,SYN0034,750,851,synthetic
random_dense,SYN0034,752,368,synthetic
random_dense,SYN0034,755,661,synthetic
random_dense,SYN0034,771,305,synthetic
random_dense,SYN0034,790,412,synthetic
random_dense,SYN0034,791,661,synthetic
random_dense,SYN0034,792,753,synthetic
random_dense,SYN0034,800,26,synthetic
random_dense,SYN0034,803,200,synthetic
random_dense,SYN0034,807,564,synthetic
random_dense,SYN0034,813,968,synthetic
random_dense,SYN0034,817,889,synthetic
random_dense,SYN0034,825,621,synthetic
random_dense,SYN0034,827,36,synthetic
random_dense,SYN0034,838,132,synthetic
random_dense,SYN0034,854,725,synthetic
random_dense,SYN0034,862,475,synthetic
random_dense,SYN0034,885,706,synthetic
random_dense,SYN0034,891,188,synthetic
random_dense,SYN0034,894,262,synthetic
random_dense,SYN0034,904,108,synthetic
random_dense,SYN0034,923,788,synthetic
random_dense,SYN0034,925,887,synthetic
random_dense,SYN0034,928,132,synthetic
random_dense,SYN0034,941,611,synthetic
random_dense,SYN0034,943,581,synthetic
random_dense,SYN0034,968,241,synthetic
random_dense,SYN0034,973,771,synthetic
random_dense,SYN0034,980,441,synthetic
random_dense,SYN0034,987,387,synthetic
random_dense,SYN0034,996,209,synthetic
random_dense,SYN0034,997,355,synthetic
random_dense,SYN0034,997,806,synthetic
random_dense,SYN0035,22,23,synthetic
random_dense,SYN0035,35,761,synthetic
random_dense,SYN0035,45,830,synthetic
random_dense,SYN0035,73,448,synthetic
random_dense,SYN0035,95,124,synthetic
random_dense,SYN0035,98,604,synthetic
random_dense,SYN0035,101,16,synthetic
random_dense,SYN0035,125,954,synthetic
random_dense,SYN0035,137,171,synthetic
random_dense,SYN0035,165,13,synthetic
random_dense,SYN0035,224,170,synthetic
random_dense,SYN0035,252,889,synthetic
random_dense,SYN0035,279,330,synthetic
random_dense,SYN0035,308,873,synthetic
random_dense,SYN0035,347,730,synthetic
random_dense,SYN0035,371,143,synthetic
random_dense,SYN0035,404,857,synthetic
random_dense,SYN0035,434,119,synthetic
random_dense,SYN0035,465,258,synthetic
random_dense,SYN0035,515,83,synthetic
random_dense,SYN0035,518,1004,synthetic
random_dense,SYN0035,536,378,synthetic
random_dense,SYN0035,555,651,synthetic
random_dense,SYN0035,560,7,synthetic
random_dense,SYN0035,580,454,synthetic
random_dense,SYN0035,586,253,synthetic
random_dense,SYN0035,604,531,synthetic
random_dense,SYN0035,608,927,synthetic
random_dense,SYN0035,618,154,synthetic
random_dense,SYN0035,632,382,synthetic
random_dense,SYN0035,658,30,synthetic
random_dense,SYN0035,681,677,synthetic
random_dense,SYN0035,704,907,synthetic
random_dense,SYN0035,709,1000,synthetic
random_dense,SYN0035,756,679,synthetic
random_dense,SYN0035,800,384,synthetic
random_dense,SYN0035,809,613,synthetic
random_dense,SYN0035,822,488,synthetic
random_dense,SYN0035,866,2,synthetic
random_dense,SYN0035,884,858,synthetic
random_dense,SYN0035,912,117,synthetic
random_dense,SYN0035,919,294,synthetic
random_dense,SYN0035,943,134,synthetic
random_dense,SYN0035,967,738,synthetic
random_dense,SYN0035,988,778,synthetic
random_dense,SYN0035,1013,1001,synthetic
random_dense,SYN0036,33,790,synthetic
random_dense,SYN0036,42,544,synthetic
random_dense,SYN0036,44,773,synthetic
random_dense,SYN0036,49,969,synthetic
random_dense,SYN0036,62,471,synthetic
random_dense,SYN0036,96,541,synthetic
random_dense,SYN0036,144,984,synthetic
random_dense,SYN0036,192,443,synthetic
random_dense,SYN0036,240,148,synthetic
random_dense,SYN0036,285,955,synthetic
random_dense,SYN0036,399,118,synthetic
random_dense,SYN0036,490,697,synthetic
random_dense,SYN0036,535,749,synthetic
random_dense,SYN0036,578,339,synthetic
random_dense,SYN0036,612,1002,synthetic
random_dense,SYN0036,625,499,synthetic
random_dense,SYN0036,631,962,synthetic
random_dense,SYN0036,649,497,synthetic
random_dense,SYN0036,702,43,synthetic
random_dense,SYN0036,703,293,synthetic
random_dense,SYN0036,728,186,synthetic
random_dense,SYN0036,748,258,synthetic
random_dense,SYN0036,751,811,synthetic
random_dense,SYN0036,790,1014,synthetic
random_dense,SYN0036,798,155,synthetic
random_dense,SYN0036,803,718,synthetic
random_dense,SYN0036,821,982,synthetic
random_dense,SYN0036,823,705,synthetic
random_dense,SYN0036,859,232,synthetic
random_dense,SYN0036,862,524,synthetic
random_dense,SYN0036,870,915,synthetic
random_dense,SYN0036,891,729,synthetic
random_dense,SYN0036,972,158,synthetic
random_dense,SYN0036,985,862,synthetic
random_dense,SYN0036,994,128,synthetic
random_dense,SYN0036,1003,825,synthetic
random_dense,SYN0036,1012,220,synthetic
random_dense,SYN0036,1015,276,synthetic
random_dense,SYN0037,9,24,synthetic
random_dense,SYN0037,10,25,synthetic
random_dense,SYN0037,14,959,synthetic
random_dense,SYN0037,19,903,synthetic
random_dense,SYN0037,21,111,synthetic
random_dense,SYN0037,30,238,synthetic
random_dense,SYN0037,46,230,synthetic
random_dense,SYN0037,50,898,synthetic
random_dense,SYN0037,60,174,synthetic
random_dense,SYN0037,64,128,synthetic
random_dense,SYN0037,69,839,synthetic
random_dense,SYN0037,97,170,synthetic
random_dense,SYN0037,100,128,synthetic
random_dense,SYN0037,110,261,synthetic
random_dense,SYN0037,113,59,synthetic
random_dense,SYN0037,119,694,synthetic
random_dense,SYN0037,140,68,synthetic
random_dense,SYN0037,150,283,synthetic
random_dense,SYN0037,157,593,synthetic
random_dense,SYN0037,160,545,synthetic
random_dense,SYN0037,170,804,synthetic
random_dense,SYN0037,183,985,synthetic
random_dense,SYN0037,184,15,synthetic
random_dense,SYN0037,188,607,synthetic
random_dense,SYN0037,201,149,synthetic
random_dense,SYN0037,205,139,synthetic
random_dense,SYN0037,211,469,synthetic
random_dense,SYN0037,213,217,synthetic
random_dense,SYN0037,222,309,synthetic
random_dense,SYN0037,239,864,synthetic
random_dense,SYN0037,243,962,synthetic
random_dense,SYN0037,256,827,synthetic
random_dense,SYN0037,264,544,synthetic
random_dense,SYN0037,269,314,synthetic
random_dense,SYN0037,271,973,synthetic
random_dense,SYN0037,274,228,synthetic
random_dense,SYN0037,274,971,synthetic
random_dense,SYN0037,304,544,synthetic
random_dense,SYN0037,304,932,synthetic
random_dense,SYN0037,315,328,synthetic
random_dense,SYN0037,330,719,synthetic
random_dense,SYN0037,334,205,synthetic
random_dense,SYN0037,334,820,synthetic
random_dense,SYN0037,335,11,synthetic
random_dense,SYN0037,339,673,synthetic
random_dense,SYN0037,340,5,synthetic
random_dense,SYN0037,346,216,synthetic
random_dense,SYN0037,348,522,synthetic
random_dense,SYN0037,384,259,synthetic
random_dense,SYN0037,393,202,synthetic
random_dense,SYN0037,412,849,synthetic
random_dense,SYN0037,424,410,synthetic
random_dense,SYN0037,426,280,synthetic
random_dense,SYN0037,430,867,synthetic
random_dense,SYN0037,440,626,synthetic
random_dense,SYN0037,448,785,synthetic
random_dense,SYN0037,450,199,synthetic
random_dense,SYN0037,466,998,synthetic
random_dense,SYN0037,475,766,synthetic
random_dense,SYN0037,480,140,synthetic
random_dense,SYN0037,508,827,synthetic
random_dense,SYN0037,513,540,synthetic
random_dense,SYN0037,516,247,synthetic
random_dense,SYN0037,516,1023,synthetic
random_dense,SYN0037,526,476,synthetic
random_dense,SYN0037,536,861,synthetic
random_dense,SYN0037,538,48,synthetic
random_dense,SYN0037,546,962,synthetic
random_dense,SYN0037,548,55,synthetic
random_dense,SYN0037,566,569,synthetic
random_dense,SYN0037,577,371,synthetic
random_dense,SYN0037,577,1015,synthetic
random_dense,SYN0037,587,810,synthetic
random_dense,SYN0037,595,168,synthetic
random_dense,SYN0037,601,339,synthetic
random_dense,SYN0037,616,381,synthetic
random_dense,SYN0037,622,667,synthetic
random_dense,SYN0037,639,658,synthetic
random_dense,SYN0037,660,593,synthetic
random_dense,SYN0037,673,405,synthetic
random_dense,SYN0037,680,98,synthetic
random_dense,SYN0037,693,870,synthetic
random_dense,SYN0037,703,440,synthetic
random_dense,SYN0037,703,448,synthetic
random_dense,SYN0037,705,217,synthetic
random_dense,SYN0037,707,214,synthetic
random_dense,SYN0037,707,1008,synthetic
random_dense,SYN0037,716,248,synthetic
random_dense,SYN0037,722,931,synthetic
random_dense,SYN0037,725,597,synthetic
random_dense,SYN0037,739,477,synthetic
random_dense,SYN0037,742,903,synthetic
random_dense,SYN0037,749,606,synthetic
random_dense,SYN0037,759,402,synthetic
random_dense,SYN0037,764,130,synthetic
random_dense,SYN0037,768,452,synthetic
random_dense,SYN0037,770,134,synthetic
random_dense,SYN0037,772,729,synthetic
random_dense,SYN0037,775,871,synthetic
random_dense,SYN0037,802,860,synthetic
random_dense,SYN0037,824,721,synthetic
random_dense,SYN0037,825,447,synthetic
random_dense,SYN0037,839,935,synthetic
random_dense,SYN0037,840,820,synthetic
random_dense,SYN0037,857,55,synthetic
random_dense,SYN0037,862,713,synthetic
random_dense,SYN0037,863,294,synthetic
random_dense,SYN0037,864,327,synthetic
random_dense,SYN0037,876,475,synthetic
random_dense,SYN0037,881,654,synthetic
random_dense,SYN0037,886,223,synthetic
random_dense,SYN0037,896,697,synthetic
random_dense,SYN0037,911,38,synthetic
random_dense,SYN0037,926,727,synthetic
random_dense,SYN0037,940,939,synthetic
random_dense,SYN0037,945,955,synthetic
random_dense,SYN0037,949,819,synthetic
random_dense,SYN0037,951,359,synthetic
random_dense,SYN0037,960,575,synthetic
random_dense,SYN0037,961,18,synthetic
random_dense,SYN0037,967,918,synthetic
random_dense,SYN0037,969,417,synthetic
random_dense,SYN0037,971,386,synthetic
random_dense,SYN0037,972,602,synthetic
random_dense,SYN0037,979,636,synthetic
random_dense,SYN0037,997,1000,synthetic
random_dense,SYN0037,1019,168,synthetic
random_dense,SYN0038,0,968,synthetic
random_dense,SYN0038,8,180,synthetic
random_dense,SYN0038,9,376,synthetic
random_dense,SYN0038,9,783,synthetic
random_dense,SYN0038,27,647,synthetic
random_dense,SYN0038,28,726,synthetic
random_dense,SYN0038,34,1000,synthetic
random_dense,SYN0038,40,957,synthetic
random_dense,SYN0038,52,400,synthetic
random_dense,SYN0038,52,767,synthetic
random_dense,SYN0038,62,84,synthetic
random_dense,SYN0038,65,942,synthetic
random_dense,SYN0038,67,987,synthetic
random_dense,SYN0038,67,1002,synthetic
random_dense,SYN0038,70,136,synthetic
random_dense,SYN0038,88,27,synthetic
random_dense,SYN0038,89,702,synthetic
random_dense,SYN0038,98,70,synthetic
